"","disease","state_name","percent_decline","accrual_years","accrual_label","baseline_coverage","cases","additional_cases","cases_per_100k","additional_cases_per_100k","hospitalizations","additional_hospitalizations","hospitalizations_per_100k","additional_hospitalizations_per_100k","deaths","additional_deaths","deaths_per_100k","additional_deaths_per_100k","workdays_lost","additional_workdays_lost","workdays_lost_per_100k","additional_workdays_lost_per_100k","productivity_cost","additional_productivity_cost","productivity_cost_per_100k","additional_productivity_cost_per_100k","hospitalization_cost","additional_hospitalization_cost","hospitalization_cost_per_100k","additional_hospitalization_cost_per_100k","total_cost","additional_total_cost","total_cost_per_100k","additional_total_cost_per_100k"
"267","Rotavirus","Connecticut",7,1,"1 Year",0.855,4193.74407441297,189.139358008752,2313.91749857259,104.358506956937,59.9705402641055,2.70469281952516,33.0890202295881,1.4923266494842,0.031033706150656,0.00139963124926477,0.0171229894894372,0.000772252951481332,20968.7203720649,945.696790043763,11569.587492863,521.792534784685,4193744.07441297,189139.358008753,2313917.49857259,104358.506956937,524142.521908282,23639.0152426499,289198.0368066,13042.9349164919,4717886.59632125,212778.373251403,2603115.5353792,117401.441873429
"268","Rotavirus","Connecticut",7,5,"5 Years",0.855,4778.29865429838,773.693937894161,2636.4481650289,426.889173413242,68.3296707564668,11.0638233118865,37.7012087599133,6.10451517980937,0.035359410041808,0.00572533514041679,0.0195097164212139,0.003158979883258,23891.4932714919,3868.4696894708,13182.2408251445,2134.44586706621,4778298.65429838,773693.937894161,2636448.1650289,426889.173413243,597201.32241152,96697.815745888,329508.564561642,53353.4626715339,5375499.9767099,870391.753640049,2965956.72959054,480242.636084777
"269","Rotavirus","Connecticut",8,1,"1 Year",0.855,4219.06124522142,214.456528817199,2327.88636350773,118.327371892076,60.3325758066663,3.06672836208595,33.2887749981606,1.69208141805669,0.0312210532146385,0.00158697831324727,0.0172263590899572,0.000875622552001364,21095.3062261071,1072.282644086,11639.4318175387,591.636859460382,4219061.24522142,214456.528817199,2327886.36350773,118327.371892076,527306.712550263,26803.2058846313,290943.893483924,14788.7915938155,4746367.95777168,241259.73470183,2618830.25699166,133116.163485892
"270","Rotavirus","Connecticut",8,5,"5 Years",0.855,4861.01156629107,856.406849886847,2682.08539300986,472.5264013942,69.5124653979622,12.2466179533819,38.353821120041,6.75712753993706,0.0359714855905539,0.00633741068916267,0.0198474319082729,0.00349669537031708,24305.0578314553,4282.03424943424,13410.4269650493,2362.632006971,4861011.56629107,856406.849886848,2682085.39300986,472526.4013942,607538.94757819,107035.440912558,335212.396589158,59057.2946990499,5468550.51386926,963442.290799405,3017297.78959902,531583.696093249
"271","Rotavirus","Connecticut",9,1,"1 Year",0.855,4243.9826747364,239.377958332182,2341.63687637188,132.077884756225,60.6889522487305,3.42310480415021,33.4854073321179,1.88871375201402,0.0314054717930494,0.00177139689165815,0.0173281128851519,0.000977376347196065,21219.913373682,1196.88979166091,11708.1843818594,660.389423781124,4243982.6747364,239377.958332182,2341636.87637188,132077.884756225,530421.442653905,29917.9359882728,292662.460082711,16507.3581926025,4774404.1173903,269295.894320454,2634299.33645459,148585.242948827
"272","Rotavirus","Connecticut",9,5,"5 Years",0.855,4938.67941107447,934.07469467025,2724.93898205389,515.379990438231,70.6231155783649,13.3572681337846,38.9666274433706,7.36993386326671,0.0365462276419511,0.00691215274055985,0.0201645484671988,0.00381381192924291,24693.3970553723,4670.37347335125,13624.6949102694,2576.89995219116,4938679.41107447,934074.69467025,2724938.98205389,515379.990438231,617246.030154909,116742.523489277,340568.323855059,64413.221964951,5555925.44122938,1050817.21815953,3065507.30590895,579793.212403182
"273","Rotavirus","Connecticut",10,1,"1 Year",0.855,4268.51756994892,263.912853544697,2355.17411716449,145.615125548829,61.0398012502695,3.77395380568917,33.6789898754522,2.08229629534825,0.031587030017622,0.00195295511623076,0.0174282884670172,0.00107755192906133,21342.5878497446,1319.56426772349,11775.8705858224,728.075627744144,4268517.56994892,263912.853544697,2355174.11716449,145615.125548829,533487.862927355,32984.3562617233,294354.371511452,18199.2696213437,4802005.43287627,296897.20980642,2649528.48867594,163814.395170172
"274","Rotavirus","Connecticut",10,5,"5 Years",0.855,5011.75011327022,1007.145396866,2765.25607662228,555.697085006623,71.6680266197642,14.4021791751838,39.5431618956986,7.9464683155947,0.0370869508381996,0.00745287593680842,0.0204628949670049,0.004112158429049,25058.7505663511,5035.72698433001,13826.2803831114,2778.48542503311,5011750.11327022,1007145.396866,2765256.07662228,555697.085006622,626378.552656739,125875.045991107,345607.234968406,69452.1330782977,5638128.66592696,1133020.44285711,3110863.31159069,625149.21808492
"275","Rotavirus","Connecticut",11,1,"1 Year",0.855,4292.67485444476,288.070138040543,2368.50300951488,158.944017899218,61.3852504185601,4.11940297397975,33.8695930360627,2.27289945595881,0.0317657939228912,0.00213171902150001,0.0175269222704101,0.00117618573245421,21463.3742722238,1440.35069020271,11842.5150475744,794.720089496091,4292674.85444476,288070.138040543,2368503.00951488,158944.017899218,536507.088658215,36003.581992583,296020.243135188,19865.14124508,4829181.94310298,324073.720033126,2664523.25265006,178809.159144298
"276","Rotavirus","Connecticut",11,5,"5 Years",0.855,5080.62009654606,1076.01538014184,2803.25540528915,593.696413673492,72.6528673806086,15.3870199360283,40.0865522956348,8.48985871553094,0.0375965887144408,0.00796251381304959,0.0207440899991397,0.00439335346118384,25403.1004827303,5380.07690070919,14016.2770264458,2968.48206836746,5080620.09654606,1076015.38014184,2803255.40528915,593696.413673492,634986.060906519,134482.554240887,350356.467063849,74201.3651737404,5715606.15745257,1210497.93438272,3153611.872353,667897.778847233
"277","Rotavirus","Connecticut",12,1,"1 Year",0.855,4316.46317922581,311.858462821589,2381.62832665295,172.069335037292,61.725423462929,4.45957601834871,34.0572850711372,2.46059149103328,0.031941827526271,0.00230775262487975,0.0176240496172318,0.00127331307927596,21582.315896129,1559.29231410794,11908.1416332648,860.346675186462,4316463.17922581,311858.462821589,2381628.32665295,172069.335037292,539480.201066,38976.6944003678,297660.671521739,21505.5696316309,4855943.38029181,350835.157221956,2679288.99817469,193574.904668923
"278","Rotavirus","Connecticut",12,5,"5 Years",0.855,5145.6414785731,1141.03676216888,2839.13125059209,629.572258976431,73.5826731435954,16.316825699015,40.5995768834669,9.00288330336296,0.038077746941441,0.00844367204004974,0.0210095712543815,0.00465883471642559,25728.2073928655,5705.18381084442,14195.6562529604,3147.86129488216,5145641.4785731,1141036.76216888,2839131.25059209,629572.258976431,643112.563275023,142609.056609391,354840.3019615,78685.2000713923,5788754.04184813,1283645.81877828,3193971.55255359,708257.459047824
"279","Rotavirus","Connecticut",13,1,"1 Year",0.855,4339.89093303923,335.28621663501,2394.55469710838,184.995705492722,62.060440342461,4.79459289788064,34.2421321686498,2.64543858854593,0.0321151929044903,0.00248111800309907,0.017719704758602,0.00136896822064614,21699.4546651961,1676.43108317505,11972.7734855419,924.978527463611,4339890.93303923,335286.216635009,2394554.69710838,184995.705492722,542408.248593109,41904.7419274768,299276.235154,23121.1332638914,4882299.18163234,377190.958562486,2693830.93226238,208116.838756613
"280","Rotavirus","Connecticut",13,5,"5 Years",0.855,5207.12809256125,1202.52337615703,2873.05677144187,663.497779826213,74.4619317236258,17.1960842790455,41.0847118316188,9.48801825151484,0.0385327478849532,0.00889867298356201,0.0212606201086698,0.00490988357071398,26035.6404628062,6012.61688078514,14365.2838572094,3317.48889913106,5207128.09256125,1202523.37615703,2873056.77144187,663497.779826213,650797.28326449,150293.776598858,359080.381408348,82925.2795182398,5857925.37582574,1352817.15275589,3232137.15285022,746423.059344452
"281","Rotavirus","Connecticut",14,1,"1 Year",0.855,4362.96625224052,358.361535836303,2407.28661015257,197.727618536914,62.3904174070395,5.12456996245914,34.4241985251818,2.82750494507788,0.0322859502665799,0.00265187536518864,0.017813920915129,0.00146318437717317,21814.8312612026,1791.80767918151,12036.4330507629,988.63809268457,4362966.25224052,358361.535836303,2407286.61015257,197727.618536914,545292.248137525,44788.7414718929,300867.495110089,24712.3932199806,4908258.50037805,403150.277308196,2708154.10526266,222440.011756895
"282","Rotavirus","Connecticut",14,5,"5 Years",0.855,5265.36055273265,1260.75583632844,2905.18679802067,695.627806405007,75.2946559040769,18.0288084594966,41.5441712116955,9.9474776315916,0.0389636680902216,0.00932959318883042,0.0214983823053529,0.00514764576739705,26326.8027636633,6303.77918164218,14525.9339901033,3478.13903202504,5265360.55273265,1260755.83632844,2905186.79802067,695627.806405008,658075.292601633,157571.785936001,363096.056390219,86940.9545001106,5923435.84533429,1418327.62226444,3268282.85441088,782568.760905118
"283","Rotavirus","Connecticut",15,1,"1 Year",0.855,4385.69703021478,381.092313810564,2419.8284209969,210.269429381242,62.7154675320714,5.44962008749106,34.6035464202557,3.00685284015176,0.0324541580235894,0.00282008312219817,0.0179067303153771,0.00155599377742119,21928.4851510739,1905.46156905282,12099.1421049845,1051.34714690621,4385697.03021478,381092.313810564,2419828.4209969,210269.429381242,548133.186230304,47629.6795646718,302434.995713035,26279.8938229264,4933830.21644509,428721.993375235,2722263.41670993,236549.323204169
"284","Rotavirus","Connecticut",15,5,"5 Years",0.855,5320.59053626495,1315.98581986073,2935.6601943638,726.10120274814,76.0844446685887,18.8185972240084,41.9799407794023,10.3832471992984,0.0393723699683606,0.00973829506696939,0.0217238854382921,0.00537314890033623,26602.9526813247,6579.92909930364,14678.300971819,3630.5060137407,5320590.53626495,1315985.81986073,2935660.1943638,726101.20274814,664978.046403466,164474.539737834,366904.682411976,90749.580521868,5985568.58266841,1480460.35959856,3302564.87677577,816850.783270008
"285","Rotavirus","Connecticut",16,1,"1 Year",0.855,4408.09092637905,403.486209974832,2432.18435575979,222.625364144136,63.0357002472204,5.76985280264011,34.7802362873651,3.18354270726115,0.032619872855205,0.00298579795381376,0.0179981642326225,0.00164742769466661,22040.4546318953,2017.43104987417,12160.921778799,1113.12682072068,4408090.92637905,403486.209974833,2432184.35575979,222625.364144136,550932.020160707,50428.5134950746,303979.265151571,27824.1632614625,4959022.94653976,453914.723469907,2736163.62091136,250449.527405599
"286","Rotavirus","Connecticut",16,5,"5 Years",0.855,5373.04441954691,1368.43970314269,2964.60186468048,755.042873064824,76.8345351995207,19.5686877549404,42.3938066649309,10.797113084827,0.0397605287046471,0.0101264538032559,0.0219380537986356,0.0055873172606797,26865.2220977345,6842.19851571344,14823.0093234024,3775.21436532412,5373044.41954691,1368439.70314269,2964601.86468048,755042.873064824,671533.837643811,171030.330978179,370521.870251496,94366.7683613878,6044578.25719072,1539470.03412087,3335123.73493198,849409.641426212
"287","Rotavirus","Connecticut",17,1,"1 Year",0.855,4430.15537478739,425.550658383168,2444.35851621462,234.799524598967,63.3512218594596,6.0853744148793,34.9543267818691,3.35763320176523,0.0327831497734267,0.00314907487203544,0.0180882530199882,0.00173751648203235,22150.7768739369,2127.75329191584,12221.7925810731,1173.99762299483,4430155.37478739,425550.658383167,2444358.51621462,234799.524598967,553689.679051677,53186.1723860451,305500.816073536,29345.7141834281,4983845.05383906,478736.830769212,2749859.33228816,264145.238782395
"288","Rotavirus","Connecticut",17,5,"5 Years",0.855,5422.92637955454,1418.32166315032,2992.12446455227,782.565472936614,77.5478472276299,20.2819997830496,42.7873798430975,11.1906862629936,0.0401296552087036,0.0104955803073124,0.0221417210376868,0.00579098449973095,27114.6318977727,7091.6083157516,14960.6223227614,3912.82736468307,5422926.37955454,1418321.66315032,2992124.46455227,782565.472936614,677768.184769485,177264.678103853,373961.699828672,97806.597938564,6100694.56432402,1595586.34125417,3366086.16438094,880372.070875178
"289","Rotavirus","Connecticut",18,1,"1 Year",0.855,4451.89759235888,447.29287595466,2456.35488432955,246.795892713893,63.662135570732,6.39628812615164,35.1258748459126,3.52918126580867,0.0329440421834557,0.00330996728206448,0.0181770261440387,0.00182628960608281,22259.4879617944,2236.4643797733,12281.7744216478,1233.97946356947,4451897.59235888,447292.875954661,2456354.88432955,246795.892713893,556407.064888197,55903.5582225653,307000.146153276,30845.0442631678,5008304.65724708,503196.434177225,2763355.03048283,277640.936977061
"290","Rotavirus","Connecticut",18,5,"5 Years",0.855,5470.42104994298,1465.81633353876,3018.32986644393,808.770874828271,78.2270210141846,20.9611735696042,43.1621170901482,11.5654235100443,0.040481115769578,0.0108470408681868,0.0223356410116851,0.0059849044737292,27352.1052497149,7329.08166769379,15091.6493322196,4043.85437414135,5470421.04994298,1465816.33353876,3018329.86644393,808770.874828271,683704.163663973,183200.656998341,377236.903367895,101081.801477787,6154125.21360695,1649016.9905371,3395566.76981182,909852.676306057
"291","Rotavirus","Connecticut",19,1,"1 Year",0.855,4473.32458674785,468.719870343632,2468.17732660994,258.618334994279,63.9685415904943,6.70269414591393,35.2949357705221,3.69824219041819,0.0331026019419341,0.00346852704054287,0.0182645122169135,0.00191377567895766,22366.6229337393,2343.59935171816,12340.8866330497,1293.0916749714,4473324.58674785,468719.870343632,2468177.32660994,258618.334994279,559085.05350092,58581.5468352878,308477.738634363,32322.636744255,5032409.64024877,527301.41717892,2776655.0652443,290940.971738534
"292","Rotavirus","Connecticut",19,5,"5 Years",0.855,5515.69580469867,1511.09108829446,3043.31041971898,833.75142810332,78.874450007191,21.6086025626107,43.5193390019814,11.9226454218775,0.0408161489547702,0.011182074053379,0.0225204971059204,0.00616976056796457,27578.4790234934,7555.45544147228,15216.5520985949,4168.7571405166,5515695.80469867,1511091.08829446,3043310.41971898,833751.42810332,689362.69306285,188859.186397218,380359.022877317,104203.920987209,6205058.49776152,1699950.27469167,3423669.44259629,937955.349090529
"293","Rotavirus","Connecticut",20,1,"1 Year",0.855,4494.44316387416,489.838447469938,2479.82959825323,270.270606637573,64.2705372434004,7.00468979882012,35.4615632550212,3.8648696749173,0.0332588794126688,0.00362480451127754,0.0183507390270739,0.00200000248911804,22472.2158193708,2449.19223734969,12399.1479912662,1351.35303318787,4494443.16387416,489838.447469938,2479829.59825323,270270.606637573,561724.49550732,61220.9888416878,309934.062848885,33778.9609587772,5056167.65938148,551059.436311625,2789763.66110212,304049.56759635
"294","Rotavirus","Connecticut",20,5,"5 Years",0.855,5558.90272888838,1554.29801248416,3067.15003800948,857.591046393822,79.4923090231039,22.2264615785235,43.8602455435356,12.2635519634317,0.041135880193774,0.0115018052923828,0.0226969102812702,0.00634617374331428,27794.5136444419,7771.49006242082,15335.7501900474,4287.95523196911,5558902.72888838,1554298.01248416,3067150.03800948,857591.046393822,694762.780861928,194259.274196296,383338.546050501,107183.444160393,6253665.50975031,1748557.28668046,3450488.58405998,964774.490554215
"295","Rotavirus","United States",0,1,"1 Year",0.754,524475.524475525,0,2769.15692356926,0,7500,0,39.5989440070404,0,3.88111888111888,0,0.0204917612344125,0,2622377.62237762,0,13845.7846178463,0,524475524.475525,0,2769156.92356926,0,65550000,0,346094.770621533,0,590025524.475525,0,3115251.69419079,0
"296","Rotavirus","United States",0,5,"5 Years",0.754,524475.524475525,0,2769.15692356926,0,7500,0,39.5989440070404,0,3.88111888111888,0,0.0204917612344125,0,2622377.62237762,0,13845.7846178463,0,524475524.475525,0,2769156.92356926,0,65550000,0,346094.770621533,0,590025524.475525,0,3115251.69419079,0
"297","Rotavirus","United States",1,1,"1 Year",0.754,525940.153756752,1464.62928122794,2776.88995995571,7.73303638645561,7520.94419872156,20.9441987215605,39.7095264273667,0.11058242032632,3.89195713779997,0.0108382566810867,0.0205489857036723,5.72244692597713e-05,2629700.76878376,7323.14640613971,13884.4497997786,38.6651819322781,525940153.756752,1464629.28122795,2776889.95995571,7733.03638645563,65733052.2968264,183052.29682643,347061.260975185,966.49035365199,591673206.053579,1647681.57805443,3123951.2209309,8699.5267401079
